user_id,product_id,rating
U1000,caba31f4,4.3
U1000,00ddc95f,1.1
U1000,3db8c70f,4.6
U1000,509d3d92,1.5
U1000,0384be85,3.4
U1000,1fd91674,2.4
U1000,15fd117d,4.3
U1000,595e1925,2.4
U1000,73b3ba45,1.3
U1000,33208755,3.5
U1001,830d1616,3.4
U1001,10303f23,4.3
U1001,3e32c087,1.4
U1001,a2a1d7be,3.3
U1001,3f91d5ed,1.7
U1001,7540eff6,5.0
U1001,708df4d4,3.2
U1001,8adc3358,1.1
U1001,bb61e3f0,1.9
U1001,55ddd85b,4.3
U1002,f495612d,1.7
U1002,14525bfa,2.2
U1002,819fcf93,4.4
U1002,9f8d5b86,3.4
U1002,1c48b51c,1.8
U1002,0a3b92c2,4.9
U1002,96b7d4e5,4.1
U1002,f9272d67,2.2
U1002,f8e4fb34,1.4
U1002,94c0c6f4,4.1
U1003,031fff72,1.1
U1003,036df75a,1.2
U1003,10fdb333,1.8
U1003,ae5c93e9,3.9
U1003,8f86d0c7,1.8
U1003,5d7c1b6e,3.1
U1003,a5c88990,1.1
U1003,2b072b66,2.9
U1003,5d278388,1.4
U1003,d6c1c16d,1.1
U1004,a1be68d2,1.3
U1004,dfdc849d,4.4
U1004,c44ef1dd,2.6
U1004,b38f357a,4.4
U1004,c504f755,4.2
U1004,7dd66a9e,3.0
U1004,086d24e0,3.9
U1004,e64aa98f,2.1
U1004,520c08e5,1.1
U1004,3c50338b,1.8
U1005,ae5c93e9,2.6
U1005,57bb5c79,4.3
U1005,928b1a37,1.2
U1005,fc792cde,3.1
U1005,f4ec99ac,2.8
U1005,83812064,3.1
U1005,94c0c6f4,3.1
U1005,193dda4a,4.2
U1005,96b7d4e5,1.6
U1005,a72fe99f,2.3
U1006,2ebfc193,3.8
U1006,bd38cba4,1.5
U1006,7add4be3,4.4
U1006,99973820,1.6
U1006,499d0c58,2.7
U1006,0647d20e,4.9
U1006,3c4be0a8,4.2
U1006,a5c88990,2.7
U1006,cf5632fc,2.8
U1006,fce463f6,4.5
U1007,ae3acfd1,2.7
U1007,d6fc0d64,1.8
U1007,16b3d376,1.9
U1007,530cbd9c,2.1
U1007,499d0c58,1.6
U1007,24107b4c,4.5
U1007,f0a3d090,4.4
U1007,34bd90dc,2.8
U1007,4ad63459,3.8
U1007,393d1403,1.4
U1008,aa72303e,4.3
U1008,55ddd85b,4.9
U1008,ad2436b5,3.8
U1008,7a56fc2c,3.9
U1008,16c233ca,1.6
U1008,6b269064,4.6
U1008,4a037985,3.6
U1008,9cedc10f,3.0
U1008,e3e499e0,3.3
U1008,41f5595b,3.4
U1009,725c6e8a,2.5
U1009,cbbb1c98,3.1
U1009,c4f007d0,3.2
U1009,e3b2ee45,1.1
U1009,f9ba8ee6,3.8
U1009,f57a2ec0,4.5
U1009,b117ff47,1.3
U1009,28f3bef4,4.4
U1009,00ddc95f,3.2
U1009,f0c9cbff,4.8
U1010,96da513a,1.8
U1010,538a4a2d,1.6
U1010,7c40137c,4.6
U1010,a0489aac,2.0
U1010,5e64bb8f,3.6
U1010,d13e2c83,3.6
U1010,c1e44a99,2.5
U1010,6035519d,3.6
U1010,7dd66a9e,1.1
U1010,3a40c1a9,2.6
U1011,e64aa98f,4.5
U1011,845c2189,4.1
U1011,7de5faec,3.4
U1011,30fbb745,3.8
U1011,f45a9d43,4.8
U1011,bb61e3f0,1.7
U1011,fce2cfc7,4.1
U1011,530cbd9c,2.2
U1011,d93da090,4.4
U1011,8c16bfb3,2.5
U1012,0dbb70eb,3.6
U1012,3a55e3cc,3.5
U1012,10fdb333,1.5
U1012,0d9b0003,2.8
U1012,7fdd5880,1.8
U1012,9b87df9a,2.3
U1012,1208875c,4.9
U1012,4cbe74b0,4.4
U1012,1da5d7d9,1.5
U1012,ae3acfd1,1.3
U1013,220374f7,4.6
U1013,5d37dc6e,4.3
U1013,3401b201,1.0
U1013,5626eeb3,2.3
U1013,29425725,3.7
U1013,d6c1c16d,1.1
U1013,4afcf076,3.8
U1013,94faf927,3.1
U1013,759b81f4,3.0
U1013,59897df4,2.0
U1014,9eb60fd3,5.0
U1014,0a3b92c2,2.3
U1014,7740df97,4.9
U1014,45e44a3b,2.2
U1014,653ba8cd,2.5
U1014,32e2e2ff,2.3
U1014,b117ff47,1.5
U1014,4ad63459,3.1
U1014,19b783dd,3.0
U1014,0fb4ac55,2.0
U1015,2f989acf,1.5
U1015,d9d7260f,1.5
U1015,fa385764,4.1
U1015,11af39e3,4.7
U1015,81ed414d,3.0
U1015,75709af0,3.1
U1015,4f91f8fe,3.2
U1015,0584cb41,4.1
U1015,c7223d17,1.5
U1015,a4ad5385,1.9
U1016,7c68c5db,1.2
U1016,225da7e7,1.5
U1016,515057e9,4.8
U1016,7080da29,4.3
U1016,f4ec99ac,2.8
U1016,e0f67c5c,2.5
U1016,95899868,2.6
U1016,44a7f6f0,1.5
U1016,b0a09f68,1.9
U1016,509d3d92,1.2
U1017,1e3fd857,3.4
U1017,517fa833,4.4
U1017,f9ba8ee6,1.6
U1017,12ad87e3,3.4
U1017,024fcfe6,4.8
U1017,6decfc0c,4.5
U1017,e90948ea,4.8
U1017,ba56c4ee,4.3
U1017,e79f8a52,2.8
U1017,8c90681b,3.5
U1018,131d8bd4,3.6
U1018,18cc40fa,2.7
U1018,538a4a2d,2.3
U1018,59897df4,2.8
U1018,6886c2dc,4.9
U1018,ec1fc2d3,1.8
U1018,fb3f3206,1.5
U1018,7540eff6,1.5
U1018,8586230d,1.1
U1018,1651eaf8,2.4
U1019,cf5632fc,3.8
U1019,a7873a55,1.8
U1019,1c0ff33e,4.6
U1019,6b269064,3.1
U1019,14525bfa,1.2
U1019,2972e819,3.2
U1019,9cedc10f,2.9
U1019,085b8d9b,1.9
U1019,688f3f09,2.7
U1019,4f91f8fe,3.5
U1020,b3c0e7cf,2.3
U1020,f92f4747,4.8
U1020,131d8bd4,1.7
U1020,2e5e557d,3.1
U1020,a4d2bb58,2.1
U1020,8586230d,1.3
U1020,40091361,3.4
U1020,c1fb0ea0,3.1
U1020,3a40c1a9,4.8
U1020,69d6c8fd,4.7
U1021,52c80218,4.0
U1021,0dbb70eb,4.8
U1021,bc0c3c51,4.7
U1021,ca7de23b,3.5
U1021,f92f4747,4.4
U1021,85b108c5,2.4
U1021,d13e2c83,2.7
U1021,8accc497,2.5
U1021,a4ad5385,1.6
U1021,10303f23,4.4
U1022,f20d6021,3.7
U1022,f8018b16,3.9
U1022,5074bf59,3.2
U1022,583623c4,2.9
U1022,c4f007d0,4.8
U1022,34bd90dc,4.5
U1022,c504f755,3.5
U1022,e72197e8,3.0
U1022,1d3b151b,3.3
U1022,3f91d5ed,2.8
U1023,70114143,2.7
U1023,a5e9d090,3.9
U1023,eeedc572,4.6
U1023,d38f016d,2.5
U1023,1da5d7d9,4.0
U1023,6b269064,2.9
U1023,9639afeb,3.9
U1023,6802ebba,4.2
U1023,3c50338b,2.0
U1023,acd78257,2.0
U1024,7c0ec156,1.7
U1024,57bb5c79,1.2
U1024,fce2cfc7,1.0
U1024,fabb045f,2.0
U1024,e99847ae,1.8
U1024,2f8334db,4.6
U1024,f461260f,2.3
U1024,5c7a9ddf,4.0
U1024,b245c1aa,2.9
U1024,c1e44a99,4.9
U1025,11080af5,2.5
U1025,4eb295cd,3.7
U1025,ba56c4ee,2.3
U1025,092cb015,2.0
U1025,b38f357a,1.7
U1025,648cea1b,2.7
U1025,ba2ffc26,2.5
U1025,f0a3d090,3.1
U1025,b0b74b52,3.3
U1025,fbde2c73,1.1
U1026,8091ddcc,4.6
U1026,c3c86018,2.3
U1026,a0cce20f,3.0
U1026,fce463f6,4.4
U1026,95282786,2.5
U1026,1da5d7d9,1.1
U1026,f319505c,3.2
U1026,b3c0e7cf,4.4
U1026,72f81330,1.7
U1026,ca046ffd,3.1
U1027,b9ebb179,4.1
U1027,6761c245,1.9
U1027,41f5595b,4.6
U1027,caba31f4,3.0
U1027,9b3a1b3a,1.1
U1027,9eb60fd3,4.4
U1027,fa035e10,2.8
U1027,8f86d0c7,1.9
U1027,4f91f8fe,4.1
U1027,2db39208,4.5
U1028,75709af0,2.1
U1028,da895004,3.2
U1028,6c33d0ab,1.2
U1028,30bfc186,2.5
U1028,6886c2dc,4.2
U1028,172dfe62,1.4
U1028,2570b385,3.6
U1028,193dda4a,3.7
U1028,e3bf4dcd,4.2
U1028,e99847ae,2.6
U1029,8c51e689,3.9
U1029,e64aa98f,4.3
U1029,2a971420,2.3
U1029,5d278388,4.2
U1029,f319505c,1.7
U1029,ec772cb3,3.5
U1029,e0a39f08,4.7
U1029,d13e2c83,1.1
U1029,aa8a1cde,4.5
U1029,f869c0e6,4.4
U1030,dafe9152,1.5
U1030,9b3a1b3a,3.0
U1030,c44ef1dd,1.4
U1030,65226425,3.6
U1030,5d278388,4.2
U1030,83812064,2.3
U1030,96e255ed,2.4
U1030,30fbb745,1.8
U1030,df97a8b3,4.7
U1030,36ba7614,3.4
U1031,7b2ecc2f,2.6
U1031,6c33d0ab,3.3
U1031,af104b2e,2.1
U1031,f1cb3a5c,1.2
U1031,0ddef331,3.9
U1031,d6c1c16d,3.1
U1031,c504f755,2.1
U1031,3e32c087,3.6
U1031,522006bb,1.9
U1031,ae5c93e9,3.3
U1032,648cea1b,4.2
U1032,4ad63459,1.3
U1032,395c24a7,4.9
U1032,12c6163c,3.9
U1032,b59fd3bb,3.2
U1032,e7c355d0,2.8
U1032,972e8662,4.1
U1032,cd6a4d46,2.0
U1032,097aa76d,1.5
U1032,0584cb41,3.7
U1033,52c80218,3.1
U1033,637e6aa3,4.3
U1033,0420200e,1.2
U1033,0a3b92c2,1.1
U1033,522006bb,4.3
U1033,553ca4e6,2.4
U1033,57e56794,1.4
U1033,59897df4,1.6
U1033,7080da29,3.9
U1033,984f7997,2.1
U1034,ad2436b5,3.6
U1034,8c292b5a,3.1
U1034,dee80741,3.9
U1034,2db39208,2.7
U1034,0cf42113,4.7
U1034,34bd90dc,2.6
U1034,90a09c29,4.2
U1034,06a1b9ca,1.2
U1034,f92f4747,2.0
U1034,c4f007d0,1.6
U1035,b7e4c7aa,4.9
U1035,66df45b6,3.3
U1035,c44ef1dd,2.6
U1035,cf5632fc,1.3
U1035,4cbe74b0,4.9
U1035,4177151b,4.4
U1035,3f91d5ed,2.4
U1035,15a7d2d8,3.0
U1035,0fa98030,3.1
U1035,e3b2ee45,4.4
